,price,date,bathrooms,bedrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,yr_renovated,location
7775,425000,8/29/14,2,1,1715.277034,860,2,Missing,Missing,1977,0,DC
7776,851000,4/22/15,2.5,3,1715.277034,1448,2,Missing,Missing,1977,0,DC
7777,763000,10/2/14,2.5,3,1715.277034,1404,2,Missing,Missing,1977,0,DC
7778,641000,10/3/14,2.5,2,1715.277034,498,2,Missing,Missing,2006,0,DC
7779,464000,6/20/14,1,1,1715.277034,272,2,Missing,Missing,2006,0,DC
7780,559500,9/2/14,1.5,2,1715.277034,745,2,Missing,Missing,1980,0,DC
7782,638500,5/26/15,2.5,2,1715.277034,745,2,Missing,Missing,1980,0,DC
7784,589000,5/19/14,2,2,1715.277034,364,2,Missing,Missing,2007,0,DC
7785,939237,8/14/14,2,2,1715.277034,777,2,Missing,Missing,2007,0,DC
7786,391500,4/14/15,1,2,1715.277034,381,2,Missing,Missing,1937,2006,DC
7787,279000,7/22/14,1,1,1715.277034,280,2,Missing,Missing,1937,2006,DC
7788,358000,4/15/15,1,1,1715.277034,291,2,Missing,Missing,1937,2006,DC
7790,349200,10/29/14,1,1,1715.277034,291,2,Missing,Missing,1937,2006,DC
7791,825000,2/11/15,2.5,3,1715.277034,1047,2,Missing,Missing,1913,2015,DC
7792,628710,12/17/14,2.5,3,1715.277034,1188,2,Missing,Missing,1916,2005,DC
7793,604900,5/15/15,1,1,1715.277034,196,2,Missing,Missing,2014,0,DC
7794,439900,5/11/15,1,1,1715.277034,139,2,Missing,Missing,2014,0,DC
7795,519900,5/21/15,1,1,1715.277034,172,2,Missing,Missing,2014,0,DC
7796,594900,5/18/15,1,1,1715.277034,196,2,Missing,Missing,2014,0,DC
7797,1450000,5/29/15,1,1,1715.277034,346,2,Missing,Missing,2014,0,DC
7798,349000,9/3/14,1,1,1715.277034,446,2,Missing,Missing,1956,2009,DC
7799,445000,12/3/14,2,2,1715.277034,988,2,Missing,Missing,1910,2007,DC
7800,489000,7/10/14,2.5,2,1715.277034,1378,2,Missing,Missing,1910,2007,DC
7801,475000,9/9/14,2,2,1715.277034,1196,2,Missing,Missing,1910,2007,DC
7802,630000,10/30/14,3,3,1715.277034,1124,2,Missing,Missing,1912,2014,DC
7803,630000,9/11/14,2,3,1715.277034,758,2,Missing,Missing,1912,2014,DC
7804,710000,11/14/14,2,2,1715.277034,654,2,Missing,Missing,1970,2002,DC
7805,950000,8/8/14,2.5,2,1715.277034,1053,2,Missing,Missing,2005,0,DC
7806,1403625,6/27/14,2.5,2,1715.277034,1317,2,Missing,Missing,2005,0,DC
7808,309000,5/15/15,1,0,1715.277034,155,2,Missing,Missing,2009,0,DC
7809,145800,5/27/15,1,0,1715.277034,86,2,Missing,Missing,2009,0,DC
7810,254365,7/11/14,1,1,1715.277034,161,2,Missing,Missing,2009,0,DC
7811,465000,7/7/14,1,2,1715.277034,567,2,Missing,Missing,1900,0,DC
7812,249000,8/26/14,1,0,1715.277034,284,2,Missing,Missing,1900,0,DC
7813,515000,10/21/14,2,1,1715.277034,314,2,Missing,Missing,2006,0,DC
7814,825000,10/7/14,2,2,1715.277034,1242,2,Missing,Missing,2003,0,DC
7815,510000,9/30/14,1,1,1715.277034,366,2,Missing,Missing,2014,2014,DC
7816,779900,5/22/14,2,2,1715.277034,579,2,Missing,Missing,2014,2014,DC
7817,690000,8/11/14,2,2,1715.277034,541,2,Missing,Missing,2014,2014,DC
7818,614900,9/29/14,2,2,1715.277034,478,2,Missing,Missing,2014,2014,DC
7819,796900,6/4/14,2,2,1715.277034,579,2,Missing,Missing,2014,2014,DC
7820,649900,9/19/14,2,2,1715.277034,496,2,Missing,Missing,2014,2014,DC
7821,570000,9/15/14,2,2,1715.277034,1003,2,Missing,Missing,1910,1980,DC
7822,540000,5/30/14,2,2,1715.277034,1014,2,Missing,Missing,1910,1980,DC
7824,699900,8/27/14,2,3,1715.277034,784,2,Missing,Missing,1912,2014,DC
7825,277000,11/13/14,1,1,1715.277034,370,2,Missing,Missing,1939,2004,DC
7826,192500,8/13/14,1,0,1715.277034,222,2,Missing,Missing,1939,2004,DC
7827,265000,6/3/14,1,1,1715.277034,441,2,Missing,Missing,1939,2004,DC
7828,299900,7/14/14,1,1,1715.277034,441,2,Missing,Missing,1939,2004,DC
7829,182500,11/10/14,1,0,1715.277034,222,2,Missing,Missing,1939,2004,DC
7830,301000,12/19/14,1,1,1715.277034,370,2,Missing,Missing,1939,2004,DC
7831,194500,4/14/15,1,0,1715.277034,222,2,Missing,Missing,1939,2004,DC
7833,582500,3/6/15,2,2,1715.277034,578,2,Missing,Missing,1907,2011,DC
7834,299000,3/18/15,1,1,1715.277034,284,2,Missing,Missing,1938,2003,DC
7836,668000,5/19/15,1.5,2,1715.277034,880,2,Missing,Missing,1911,1975,DC
7837,680000,3/26/15,2,2,1715.277034,521,2,Missing,Missing,1995,0,DC
7838,731000,4/9/15,2,2,1715.277034,488,2,Missing,Missing,1910,2012,DC
7839,679000,3/20/15,2,2,1715.277034,0,2,Missing,Missing,2002,0,DC
7840,840000,9/5/14,2,2,1715.277034,0,2,Missing,Missing,2002,0,DC
7841,179000,10/3/14,1,1,1715.277034,390,2,Missing,Missing,1964,2008,DC
7842,310000,4/6/15,1,1,1715.277034,485,2,Missing,Missing,1931,2008,DC
7843,265000,5/19/14,1,1,1715.277034,559,2,Missing,Missing,1964,2008,DC
7844,393384,4/30/15,1,2,1715.277034,390,2,Missing,Missing,1915,2010,DC
7845,324900,5/6/14,1,2,1715.277034,284,2,Missing,Missing,1927,0,DC
7846,750000,6/18/14,3,3,1715.277034,1174,2,Missing,Missing,1910,2014,DC
7847,509000,10/22/14,2,2,1715.277034,796,2,Missing,Missing,2014,0,DC
7848,502000,1/15/15,2,2,1715.277034,798,2,Missing,Missing,2014,0,DC
7849,660000,1/9/15,2,2,1715.277034,798,2,Missing,Missing,2014,0,DC
7850,621000,2/25/15,2,2,1715.277034,798,2,Missing,Missing,2014,0,DC
7851,719000,10/8/14,2,2,1715.277034,798,2,Missing,Missing,2014,0,DC
7852,719000,10/24/14,2,2,1715.277034,798,2,Missing,Missing,2014,0,DC
7853,849000,10/24/14,2,2,1715.277034,1088,2,Missing,Missing,2014,0,DC
7854,781000,1/15/15,2,2,1715.277034,1015,2,Missing,Missing,2014,0,DC
7855,505000,11/17/14,1,2,1715.277034,331,2,Missing,Missing,1911,2014,DC
7856,610000,3/19/15,2,2,1715.277034,536,2,Missing,Missing,1911,2014,DC
7857,867000,11/10/14,2,3,1715.277034,772,2,Missing,Missing,1911,2014,DC
7858,640000,1/20/15,2.5,2,1715.277034,909,2,Missing,Missing,1913,2014,DC
7859,680000,1/20/15,2.5,2,1715.277034,909,2,Missing,Missing,1913,2014,DC
7860,580000,7/8/14,1.5,1,1715.277034,680,2,Missing,Missing,2005,0,DC
7861,589900,1/9/15,1.5,1,1715.277034,680,2,Missing,Missing,2005,0,DC
7862,799000,6/25/14,2.5,2,1715.277034,847,2,Missing,Missing,2005,0,DC
7863,780000,3/24/15,2.5,2,1715.277034,883,2,Missing,Missing,2005,0,DC
7864,950000,11/12/14,2.5,2,1715.277034,1066,2,Missing,Missing,2005,0,DC
7866,925000,6/6/14,2.5,2,1715.277034,913,2,Missing,Missing,2005,0,DC
7867,399000,10/23/14,1,1,1715.277034,310,2,Missing,Missing,1929,1993,DC
7868,279900,6/23/14,1,1,1715.277034,210,2,Missing,Missing,1929,1993,DC
7870,489000,12/2/14,1.5,1,1715.277034,314,2,Missing,Missing,1964,1979,DC
7871,499503,12/12/14,1.5,1,1715.277034,314,2,Missing,Missing,1964,1979,DC
7872,379000,11/25/14,1,1,1715.277034,279,2,Missing,Missing,1964,1979,DC
7874,900000,12/22/14,3,2,1715.277034,571,2,Missing,Missing,1900,2012,DC
7875,495000,1/27/15,2,2,1715.277034,878,2,Missing,Missing,1905,2011,DC
7876,632500,4/24/15,2,2,1715.277034,878,2,Missing,Missing,1905,0,DC
7878,615000,7/15/14,2.5,2,1715.277034,670,2,Missing,Missing,1970,2004,DC
7879,675000,11/7/14,2.5,2,1715.277034,1050,2,Missing,Missing,1908,2010,DC
7880,720000,5/13/15,2,2,1715.277034,689,2,Missing,Missing,1915,2015,DC
7881,837500,11/17/14,2.5,3,1715.277034,996,2,Missing,Missing,1910,2014,DC
7882,952500,10/9/14,3.5,4,1715.277034,996,2,Missing,Missing,1910,2014,DC
7883,354000,6/9/14,1,2,1715.277034,306,2,Missing,Missing,1967,2005,DC
7884,452000,11/3/14,1.5,1,1715.277034,365,2,Missing,Missing,2006,2006,DC
7885,575000,1/30/15,2,2,1715.277034,456,2,Missing,Missing,2006,2006,DC
7886,141595,3/30/15,1,0,1715.277034,195,2,Missing,Missing,1929,1993,DC
7887,595000,8/21/14,2,2,1715.277034,814,2,Missing,Missing,1909,2014,DC
7889,439000,3/27/15,1,2,1715.277034,750,2,Missing,Missing,1909,1980,DC
7890,475000,10/8/14,1,2,1715.277034,750,2,Missing,Missing,1909,1980,DC
7891,499900,9/4/14,2,2,1715.277034,574,2,Missing,Missing,2003,0,DC
7892,450000,2/27/15,1,1,1715.277034,398,2,Missing,Missing,2003,0,DC
7893,389000,12/3/14,1,1,1715.277034,413,2,Missing,Missing,1918,1979,DC
7894,610000,8/11/14,2,2,1715.277034,548,2,Missing,Missing,1936,2004,DC
7895,522000,9/3/14,2,2,1715.277034,374,2,Missing,Missing,2006,0,DC
7896,341000,10/3/14,1,1,1715.277034,265,2,Missing,Missing,1927,2003,DC
7897,340000,6/20/14,1,1,1715.277034,281,2,Missing,Missing,1927,2003,DC
7898,345000,10/2/14,1,1,1715.277034,282,2,Missing,Missing,1927,2003,DC
7899,340000,9/9/14,1,1,1715.277034,265,2,Missing,Missing,1927,2003,DC
7900,349900,7/23/14,1,1,1715.277034,258,2,Missing,Missing,1927,2003,DC
7902,695000,11/25/14,2,2,1715.277034,574,2,Missing,Missing,2003,0,DC
7903,470000,1/26/15,2,2,1715.277034,261,2,Missing,Missing,2004,0,DC
7904,375000,4/14/15,1,1,1715.277034,191,2,Missing,Missing,2004,0,DC
7905,405000,2/9/15,2,2,1715.277034,218,2,Missing,Missing,2004,0,DC
7906,480000,5/18/15,2,2,1715.277034,234,2,Missing,Missing,2004,0,DC
7907,595000,10/31/14,2,2,1715.277034,325,2,Missing,Missing,2004,0,DC
7908,365000,3/16/15,1,1,1715.277034,312,2,Missing,Missing,1909,1980,DC
7909,399900,10/17/14,1,1,1715.277034,243,2,Missing,Missing,1910,2008,DC
7910,790000,8/29/14,2,2,1715.277034,431,2,Missing,Missing,2005,0,DC
7912,580000,11/3/14,2,2,1715.277034,619,2,Missing,Missing,2005,2005,DC
7913,292478,11/25/14,1,1,1715.277034,202,2,Missing,Missing,2005,2005,DC
7914,510000,5/1/15,1,1,1715.277034,384,2,Missing,Missing,2005,2005,DC
7915,323000,12/1/14,1,1,1715.277034,260,2,Missing,Missing,1908,1983,DC
7916,372500,7/2/14,1,2,1715.277034,326,2,Missing,Missing,1917,1979,DC
7917,324900,10/3/14,1,2,1715.277034,254,2,Missing,Missing,1917,1979,DC
7918,315000,3/9/15,1,3,1715.277034,527,2,Missing,Missing,1964,2012,DC
7919,311000,5/20/15,1,1,1715.277034,559,2,Missing,Missing,1964,2008,DC
7920,285000,7/31/14,1,1,1715.277034,527,2,Missing,Missing,1964,2008,DC
7921,385000,4/27/15,2,2,1715.277034,703,2,Missing,Missing,1964,2008,DC
7923,310288,10/24/14,1,1,1715.277034,606,2,Missing,Missing,1964,2008,DC
7924,315000,12/3/14,1,1,1715.277034,231,2,Missing,Missing,1928,2005,DC
7925,330000,4/6/15,1,1,1715.277034,231,2,Missing,Missing,1928,2005,DC
7926,420000,9/3/14,1,2,1715.277034,380,2,Missing,Missing,1928,2005,DC
7927,322000,7/3/14,1,1,1715.277034,257,2,Missing,Missing,1928,2005,DC
7928,329000,5/5/14,1,1,1715.277034,268,2,Missing,Missing,1928,2005,DC
7929,332000,1/9/15,1,1,1715.277034,231,2,Missing,Missing,1928,2005,DC
7931,239000,6/2/14,1,0,1715.277034,269,2,Missing,Missing,2003,2003,DC
7932,180000,8/4/14,1,1,1715.277034,376,2,Missing,Missing,2003,2003,DC
7933,265000,7/16/14,1,0,1715.277034,303,2,Missing,Missing,2003,2003,DC
7934,320000,9/19/14,1,1,1715.277034,379,2,Missing,Missing,2003,2003,DC
7936,595000,5/8/15,2,2,1715.277034,412,2,Missing,Missing,1908,2011,DC
7937,450000,3/12/15,1.5,1,1715.277034,285,2,Missing,Missing,1908,2011,DC
7939,300000,9/22/14,1,2,1715.277034,537,2,Missing,Missing,1923,0,DC
7940,383000,4/28/15,1,2,1715.277034,453,2,Missing,Missing,1923,2005,DC
7941,358000,11/5/14,1,2,1715.277034,518,2,Missing,Missing,1923,2005,DC
7942,265000,5/29/14,1,1,1715.277034,324,2,Missing,Missing,1923,2005,DC
7944,335000,11/18/14,1,1,1715.277034,138,2,Missing,Missing,1927,2011,DC
7945,690000,7/8/14,1.5,2,1715.277034,648,2,Missing,Missing,1956,1970,DC
7946,415000,6/27/14,1,1,1715.277034,384,2,Missing,Missing,1956,1970,DC
7947,420000,3/3/15,1,1,1715.277034,300,2,Missing,Missing,1905,1981,DC
7948,312000,1/2/15,1,1,1715.277034,170,2,Missing,Missing,1928,2002,DC
7950,324900,9/8/14,1,1,1715.277034,170,2,Missing,Missing,1928,2002,DC
7951,315500,6/3/14,1,1,1715.277034,159,2,Missing,Missing,1928,2002,DC
7952,390500,3/20/15,1,1,1715.277034,360,2,Missing,Missing,1910,2006,DC
7953,417000,12/16/14,1,1,1715.277034,390,2,Missing,Missing,1910,2006,DC
7954,719900,6/3/14,2,2,1715.277034,990,2,Missing,Missing,1918,2004,DC
7955,548000,6/2/14,2,1,1715.277034,777,2,Missing,Missing,1918,2004,DC
7956,549000,3/27/15,2,1,1715.277034,766,2,Missing,Missing,1918,2004,DC
7957,625000,9/24/14,2,2,1715.277034,412,2,Missing,Missing,2006,0,DC
7960,379000,7/14/14,1,1,1715.277034,220,2,Missing,Missing,1911,2004,DC
7961,362500,5/13/14,1,1,1715.277034,240,2,Missing,Missing,1911,2004,DC
7962,519900,1/21/15,2,2,1715.277034,469,2,Missing,Missing,1900,0,DC
7964,804950,4/27/15,2.5,2,1715.277034,673,2,Missing,Missing,1914,2015,DC
7965,415000,7/29/14,1,2,1715.277034,1298,2,Missing,Missing,1935,2005,DC
7966,399999,12/19/14,1.5,2,1715.277034,543,2,Missing,Missing,1915,2010,DC
7967,395000,7/2/14,2,2,1715.277034,464,2,Missing,Missing,1915,2010,DC
7968,725000,5/13/15,2,3,1715.277034,878,2,Missing,Missing,1912,2015,DC
7969,145200,4/13/15,2,2,1715.277034,328,2,Missing,Missing,2011,0,DC
7970,440000,5/4/15,1,2,1715.277034,306,2,Missing,Missing,1923,2007,DC
7971,511900,4/21/15,1,2,1715.277034,419,2,Missing,Missing,1923,2007,DC
7972,599000,5/12/14,1,2,1715.277034,462,2,Missing,Missing,1923,2007,DC
7973,425000,3/3/15,1,0,1715.277034,236,2,Missing,Missing,2009,0,DC
7974,688750,5/15/15,2,2,1715.277034,537,2,Missing,Missing,1936,2009,DC
7975,645000,5/7/14,2,2,1715.277034,369,2,Missing,Missing,2006,0,DC
7977,389900,4/3/15,1,1,1715.277034,411,2,Missing,Missing,2015,0,DC
7978,398400,4/22/15,1,1,1715.277034,341,2,Missing,Missing,2015,0,DC
7979,569900,4/21/15,1,2,1715.277034,495,2,Missing,Missing,2015,0,DC
7980,469900,4/7/15,1,1,1715.277034,416,2,Missing,Missing,2015,0,DC
7981,874900,4/1/15,3.5,2,1715.277034,648,2,Missing,Missing,2015,0,DC
7982,754900,4/7/15,2,2,1715.277034,552,2,Missing,Missing,2015,0,DC
7983,535000,10/16/14,2,1,1715.277034,0,2,Missing,Missing,2002,0,DC
7984,778000,3/25/15,2,1,1715.277034,0,2,Missing,Missing,2002,0,DC
7985,277900,7/9/14,1,1,1715.277034,175,2,Missing,Missing,1900,1988,DC
7986,820000,5/28/14,3,3,1715.277034,1142,2,Missing,Missing,2004,0,DC
7988,460000,4/1/15,2,2,1715.277034,328,2,Missing,Missing,2011,0,DC
7989,379900,5/13/15,1,1,1715.277034,272,2,Missing,Missing,2014,0,DC
7990,554900,4/14/15,2,2,1715.277034,355,2,Missing,Missing,2014,0,DC
7991,389000,2/4/15,1,1,1715.277034,272,2,Missing,Missing,2014,0,DC
7992,340000,12/10/14,1,1,1715.277034,384,2,Missing,Missing,1954,2008,DC
7993,337000,5/1/14,1,1,1715.277034,366,2,Missing,Missing,1954,2008,DC
7994,179500,8/12/14,1,0,1715.277034,491,2,Missing,Missing,1930,0,DC
7995,168000,3/11/15,1,0,1715.277034,491,2,Missing,Missing,1930,0,DC
7997,379900,7/15/14,1,2,1715.277034,798,2,Missing,Missing,1930,2013,DC
7998,260000,5/20/14,1,1,1715.277034,614,2,Missing,Missing,1930,2013,DC
7999,569000,11/13/14,2,2,1715.277034,926,2,Missing,Missing,1925,2010,DC
8001,549900,5/28/14,2.5,2,1715.277034,584,2,Missing,Missing,2001,0,DC
8002,562000,6/11/14,2.5,2,1715.277034,584,2,Missing,Missing,2001,0,DC
8003,308000,2/10/15,1,1,1715.277034,200,2,Missing,Missing,1911,2004,DC
8004,363000,6/3/14,1,1,1715.277034,240,2,Missing,Missing,1911,2004,DC
8005,490000,5/21/15,1,2,1715.277034,350,2,Missing,Missing,1911,2004,DC
8006,549900,4/20/15,2,2,1715.277034,570,2,Missing,Missing,1917,2015,DC
8007,389900,4/29/15,1,1,1715.277034,450,2,Missing,Missing,1917,2015,DC
8008,552400,4/21/15,2,2,1715.277034,570,2,Missing,Missing,1917,2015,DC
8009,502000,4/20/15,1.5,1,1715.277034,450,2,Missing,Missing,1917,2015,DC
8010,387000,2/18/15,2,2,1715.277034,900,2,Missing,Missing,1910,2009,DC
8011,405000,6/25/14,2,2,1715.277034,900,2,Missing,Missing,1910,2009,DC
8012,450000,4/13/15,2.5,2,1715.277034,891,2,Missing,Missing,1913,2014,DC
8013,487500,2/18/15,2.5,2,1715.277034,891,2,Missing,Missing,1913,2009,DC
8014,675000,3/4/15,2.5,3,1715.277034,962,2,Missing,Missing,1915,2014,DC
8015,735000,5/12/15,2.5,3,1715.277034,962,2,Missing,Missing,1915,2014,DC
8016,329500,2/4/15,1,2,1715.277034,1281,2,Missing,Missing,1938,2010,DC
8018,299900,1/14/15,2,2,1715.277034,744,2,Missing,Missing,1937,2014,DC
8020,339000,1/6/15,2,2,1715.277034,744,2,Missing,Missing,1937,2014,DC
8021,680000,3/31/15,2.5,3,1715.277034,538,2,Missing,Missing,1900,2006,DC
8022,230000,6/27/14,1,1,1715.277034,919,2,Missing,Missing,1982,0,DC
8023,519900,11/4/14,3,3,1715.277034,838,2,Missing,Missing,1909,2014,DC
8024,575000,8/29/14,3,3,1715.277034,872,2,Missing,Missing,1909,2014,DC
8025,515000,1/21/15,2.5,3,1715.277034,816,2,Missing,Missing,1905,2008,DC
8026,589500,6/3/14,2.5,3,1715.277034,884,2,Missing,Missing,1905,2008,DC
8027,539000,11/21/14,2.5,3,1715.277034,720,2,Missing,Missing,1905,2014,DC
8028,468000,10/9/14,1.5,2,1715.277034,720,2,Missing,Missing,1905,2014,DC
8029,125000,10/29/14,1,1,1715.277034,268,2,Missing,Missing,1920,2002,DC
8030,310000,5/2/14,1,2,1715.277034,298,2,Missing,Missing,1920,2007,DC
8031,465000,5/16/14,1,2,1715.277034,544,2,Missing,Missing,1900,2002,DC
8032,435305,10/23/14,1,1,1715.277034,445,2,Missing,Missing,1900,2002,DC
8033,740000,3/31/15,2.5,2,1715.277034,1000,2,Missing,Missing,1899,2003,DC
8034,628000,7/23/14,2.5,2,1715.277034,1000,2,Missing,Missing,1899,2003,DC
8035,460000,12/19/14,1.5,2,1715.277034,519,2,Missing,Missing,1890,2005,DC
8036,423200,4/10/15,1,2,1715.277034,354,2,Missing,Missing,1910,1981,DC
8038,432500,4/21/15,1,1,1715.277034,309,2,Missing,Missing,1913,2002,DC
8039,305000,12/5/14,1,1,1715.277034,215,2,Missing,Missing,1913,2002,DC
8040,318000,9/4/14,1,1,1715.277034,222,2,Missing,Missing,1913,2002,DC
8041,485000,8/8/14,2,2,1715.277034,467,2,Missing,Missing,1925,2004,DC
8043,699900,10/20/14,2.5,3,1715.277034,1188,2,Missing,Missing,1911,2014,DC
8044,299000,3/12/15,1,1,1715.277034,700,2,Missing,Missing,1920,2014,DC
8045,450000,8/26/14,2,2,1715.277034,548,2,Missing,Missing,2006,0,DC
8046,375000,5/8/14,1,1,1715.277034,413,2,Missing,Missing,2006,0,DC
8048,295000,2/9/15,2,2,1715.277034,377,2,Missing,Missing,1905,2003,DC
8049,430000,4/2/15,2,2,1715.277034,377,2,Missing,Missing,1905,2003,DC
8051,327500,6/24/14,1,1,1715.277034,260,2,Missing,Missing,1914,2006,DC
8052,339000,5/2/14,1,1,1715.277034,309,2,Missing,Missing,1914,2006,DC
8053,365000,5/22/14,1,1,1715.277034,345,2,Missing,Missing,1920,2014,DC
8054,489000,9/15/14,2.5,1,1715.277034,445,2,Missing,Missing,1964,2007,DC
8055,488000,6/5/14,2,1,1715.277034,540,2,Missing,Missing,2008,0,DC
8056,320000,10/10/14,2,2,1715.277034,503,2,Missing,Missing,1920,2005,DC
8057,280000,7/1/14,1,1,1715.277034,270,2,Missing,Missing,1920,2005,DC
8058,434000,12/30/14,2,2,1715.277034,845,2,Missing,Missing,1920,2010,DC
8059,507000,3/17/15,2,3,1715.277034,359,2,Missing,Missing,2015,0,DC
8060,550000,3/18/15,2,3,1715.277034,451,2,Missing,Missing,2015,0,DC
8061,550000,4/6/15,2,3,1715.277034,451,2,Missing,Missing,2015,0,DC
8062,575000,3/19/15,2,3,1715.277034,483,2,Missing,Missing,2015,0,DC
8063,605000,3/9/15,2,3,1715.277034,483,2,Missing,Missing,2015,0,DC
8064,646000,3/3/15,2,3,1715.277034,488,2,Missing,Missing,2015,0,DC
8065,599000,4/6/15,2,3,1715.277034,488,2,Missing,Missing,2015,0,DC
8066,599000,5/20/15,2,3,1715.277034,488,2,Missing,Missing,2015,0,DC
8067,287650,6/20/14,1,1,1715.277034,270,2,Missing,Missing,1921,2007,DC
8069,290000,5/27/15,1,1,1715.277034,257,2,Missing,Missing,1921,2007,DC
8070,249500,10/30/14,1,2,1715.277034,343,2,Missing,Missing,1900,2006,DC
8071,80000,2/11/15,1,1,1715.277034,431,2,Missing,Missing,2002,0,DC
8073,535000,5/20/14,2.5,1,1715.277034,715,2,Missing,Missing,1916,2014,DC
8074,290000,1/5/15,1,3,1715.277034,344,2,Missing,Missing,1916,2014,DC
8075,440000,11/21/14,1.5,2,1715.277034,713,2,Missing,Missing,1960,2013,DC
8076,675000,8/5/14,2,2,1715.277034,1148,2,Missing,Missing,1915,1987,DC
8077,150000,9/15/14,1,1,1715.277034,268,2,Missing,Missing,1920,2002,DC
8078,810000,5/29/14,2,2,1715.277034,1012,2,Missing,Missing,2012,0,DC
8079,218300,9/17/14,1,0,1715.277034,228,2,Missing,Missing,1926,1979,DC
8080,379000,5/14/14,1,1,1715.277034,392,2,Missing,Missing,1923,0,DC
8081,410000,10/21/14,1,2,1715.277034,531,2,Missing,Missing,1923,0,DC
8082,357000,3/18/15,1,1,1715.277034,241,2,Missing,Missing,1923,1980,DC
8083,488000,11/19/14,2,2,1715.277034,377,2,Missing,Missing,1923,1980,DC
8084,397200,11/18/14,1,1,1715.277034,319,2,Missing,Missing,1923,1980,DC
8086,225000,4/8/15,1,1,1715.277034,370,2,Missing,Missing,1939,2009,DC
8088,10000,6/27/14,1,1,1715.277034,364,2,Missing,Missing,2002,0,DC
8089,10000,6/27/14,1,1,1715.277034,364,2,Missing,Missing,2002,0,DC
8090,332700,6/23/14,2,2,1715.277034,342,2,Missing,Missing,1926,2003,DC
8091,315000,7/8/14,2,2,1715.277034,312,2,Missing,Missing,1926,2003,DC
8092,446500,5/15/15,2,2,1715.277034,475,2,Missing,Missing,1908,2011,DC
8093,445000,2/4/15,2,2,1715.277034,475,2,Missing,Missing,1908,2011,DC
8094,189000,7/29/14,1,1,1715.277034,471,2,Missing,Missing,1978,2006,DC
8095,375000,9/15/14,1,1,1715.277034,198,2,Missing,Missing,2007,0,DC
8096,205000,4/29/15,1,0,1715.277034,150,2,Missing,Missing,1913,2002,DC
8097,197000,1/13/15,1,0,1715.277034,142,2,Missing,Missing,1913,2002,DC
8098,450000,4/29/15,1,1,1715.277034,335,2,Missing,Missing,1913,2002,DC
8099,322500,8/29/14,1,1,1715.277034,249,2,Missing,Missing,1913,2002,DC
8100,416000,12/18/14,1,2,1715.277034,389,2,Missing,Missing,1913,2002,DC
8101,440000,8/26/14,1,2,1715.277034,335,2,Missing,Missing,1913,2002,DC
8102,335000,1/23/15,1,1,1715.277034,249,2,Missing,Missing,1913,2002,DC
8103,310000,9/18/14,1,1,1715.277034,227,2,Missing,Missing,1913,2002,DC
8105,580000,8/5/14,2,2,1715.277034,717,2,Missing,Missing,1900,2003,DC
8106,699900,5/1/15,2,2,1715.277034,779,2,Missing,Missing,1900,2003,DC
8107,655000,4/6/15,2,3,1715.277034,488,2,Missing,Missing,2015,0,DC
8108,407000,5/8/15,2,2,1715.277034,126,2,Missing,Missing,1927,2011,DC
8109,476000,4/9/15,2.5,2,1715.277034,150,2,Missing,Missing,1927,2011,DC
8110,416000,12/8/14,2.5,2,1715.277034,150,2,Missing,Missing,1927,2011,DC
8111,356000,7/10/14,1,1,1715.277034,413,2,Missing,Missing,2006,0,DC
8112,406000,4/20/15,1,1,1715.277034,362,2,Missing,Missing,2006,0,DC
8114,480000,10/17/14,1,1,1715.277034,569,2,Missing,Missing,1904,2006,DC
8115,629000,7/10/14,3,3,1715.277034,803,2,Missing,Missing,2014,0,DC
8116,745000,7/31/14,3,3,1715.277034,803,2,Missing,Missing,2014,0,DC
8117,600000,7/22/14,3,3,1715.277034,788,2,Missing,Missing,1900,2012,DC
8118,375000,5/5/15,1.5,2,1715.277034,280,2,Missing,Missing,1912,2003,DC
8119,380500,2/2/15,1.5,2,1715.277034,273,2,Missing,Missing,1912,2003,DC
8120,539000,10/27/14,2,2,1715.277034,900,2,Missing,Missing,1895,2004,DC
8121,521000,12/29/14,2,2,1715.277034,900,2,Missing,Missing,1895,2004,DC
